Air Density [kg/m3]	0.9	0.925	0.95	0.975	1	1.025	1.05	1.075	1.1	1.125	1.15	1.175	1.2	1.225	1.25	1.275	1.3
3	38	41	43	46	49	52	54	57	60	63	65	68	71	74	76	79	82
3.5	127	133	138	143	148	154	159	164	169	174	180	185	190	195	201	206	211
4	249	257	266	274	283	292	300	309	317	326	335	343	352	360	369	378	386
4.5	401	413	426	439	452	465	477	490	503	516	529	541	554	567	580	593	605
5	583	601	619	637	655	673	690	708	726	744	762	780	797	815	833	851	869
5.5	800	824	848	872	896	919	943	967	991	1015	1039	1062	1086	1110	1134	1158	1181
6	1057	1088	1119	1150	1181	1212	1242	1273	1304	1335	1366	1397	1428	1459	1489	1520	1551
6.5	1359	1398	1437	1477	1516	1555	1594	1633	1672	1711	1751	1790	1829	1868	1907	1946	1985
7	1710	1759	1808	1857	1906	1954	2003	2052	2101	2149	2198	2247	2296	2344	2393	2441	2490
7.5	2101	2160	2220	2279	2339	2398	2458	2517	2576	2636	2695	2754	2814	2873	2932	2991	3050
8	2502	2573	2643	2714	2784	2854	2925	2995	3065	3135	3205	3275	3346	3416	3486	3556	3626
8.5	2897	2978	3060	3141	3222	3303	3384	3465	3546	3626	3707	3788	3869	3949	4030	4110	4191
9	3271	3362	3454	3545	3636	3727	3818	3909	4000	4091	4182	4273	4364	4453	4542	4632	4713
9.5	3618	3719	3819	3920	4020	4121	4221	4322	4423	4522	4619	4716	4811	4886	4960	5035	5101
10	3946	4055	4165	4274	4384	4494	4604	4707	4810	4907	4986	5066	5144	5202	5260	5319	5370
10.5	4264	4381	4499	4619	4732	4841	4948	5031	5116	5195	5257	5320	5382	5424	5466	5509	5545
11	4566	4694	4818	4932	5031	5120	5208	5273	5341	5402	5448	5494	5539	5566	5593	5621	5641
11.5	4854	4972	5084	5178	5258	5330	5400	5448	5499	5543	5573	5603	5633	5643	5654	5665	5670
12	5102	5199	5291	5366	5428	5483	5535	5567	5602	5630	5643	5657	5670	5670	5670	5670	5670
12.5	5295	5373	5448	5505	5549	5587	5623	5638	5656	5668	5669	5669	5670	5670	5670	5670	5670
13	5442	5502	5559	5598	5626	5647	5666	5667	5670	5670	5670	5670	5670	5670	5670	5670	5670
13.5	5547	5590	5629	5652	5664	5668	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
14	5616	5641	5663	5669	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
14.5	5656	5664	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
15	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
15.5	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
16	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
16.5	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
17	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
17.5	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
18	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
18.5	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
19	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
19.5	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
20	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670	5670
