Air Density [kg/m3]	1	1.025	1.05	1.075	1.1	1.125	1.15	1.175	1.2	1.225	1.25	1.275	1.3
3	49	52	54	57	60	63	65	68	71	74	76	79	82
3.5	148	154	159	164	169	174	180	185	190	195	201	206	211
4	283	292	300	309	317	326	335	343	352	360	369	378	386
4.5	452	465	477	490	503	516	529	541	554	567	580	593	605
5	655	673	690	708	726	744	762	780	797	815	833	851	869
5.5	896	920	943	967	991	1015	1039	1062	1086	1110	1134	1158	1181
6	1180	1211	1242	1273	1304	1335	1365	1396	1427	1458	1489	1520	1550
6.5	1499	1538	1576	1615	1654	1693	1731	1770	1809	1847	1886	1925	1963
7	1823	1869	1916	1963	2010	2056	2103	2150	2196	2243	2289	2336	2383
7.5	2134	2188	2242	2297	2351	2406	2460	2514	2568	2623	2677	2731	2785
8	2421	2482	2544	2605	2666	2728	2789	2850	2912	2973	3034	3095	3157
8.5	2689	2757	2825	2893	2960	3028	3096	3164	3232	3300	3367	3435	3503
9	2946	3021	3095	3169	3243	3318	3392	3466	3540	3614	3688	3760	3833
9.5	3190	3270	3350	3431	3511	3591	3671	3751	3829	3906	3973	4032	4092
10	3420	3506	3591	3677	3764	3848	3929	4008	4071	4134	4187	4234	4280
10.5	3639	3731	3823	3912	3996	4073	4140	4204	4253	4303	4342	4376	4409
11	3853	3945	4032	4112	4180	4242	4295	4345	4382	4418	4445	4467	4488
11.5	4047	4125	4197	4261	4315	4364	4403	4440	4464	4487	4502	4510	4518
12	4198	4262	4319	4370	4409	4444	4471	4495	4506	4516	4520	4520	4520
12.5	4315	4364	4407	4445	4472	4494	4508	4519	4520	4520	4520	4520	4520
13	4402	4438	4469	4493	4507	4517	4519	4520	4520	4520	4520	4520	4520
13.5	4464	4487	4505	4517	4518	4520	4520	4520	4520	4520	4520	4520	4520
14	4503	4514	4518	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
14.5	4519	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
15	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
15.5	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
16	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
16.5	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
17	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
17.5	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
18	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
18.5	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
19	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
19.5	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
20	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520	4520
