Air Density [kg/m3]	1	1.025	1.05	1.075	1.1	1.125	1.15	1.175	1.2	1.225	1.25	1.275	1.3
3	49	52	54	57	60	63	65	68	71	74	76	79	82
3.5	148	154	159	164	169	174	180	185	190	195	201	206	211
4	283	292	300	309	317	326	335	343	352	360	369	377	386
4.5	452	465	477	490	503	516	529	541	554	567	580	593	605
5	655	673	690	708	726	744	762	780	797	815	833	851	869
5.5	894	918	942	966	989	1013	1037	1061	1085	1108	1132	1156	1180
6	1152	1182	1212	1242	1273	1303	1333	1363	1393	1423	1453	1484	1514
6.5	1405	1442	1478	1515	1551	1587	1624	1660	1697	1733	1769	1806	1842
7	1640	1682	1724	1767	1809	1851	1893	1935	1978	2020	2062	2104	2146
7.5	1856	1903	1951	1999	2046	2094	2141	2189	2236	2284	2331	2378	2425
8	2061	2114	2167	2219	2272	2324	2377	2429	2482	2534	2587	2640	2692
8.5	2255	2312	2370	2427	2484	2542	2599	2656	2713	2767	2813	2858	2903
9	2437	2499	2561	2623	2685	2745	2804	2853	2902	2946	2980	3014	3048
9.5	2611	2677	2742	2806	2864	2915	2963	3000	3038	3070	3094	3118	3141
10	2776	2843	2900	2951	2998	3037	3074	3100	3128	3150	3164	3178	3191
10.5	2917	2971	3016	3056	3092	3120	3146	3162	3179	3191	3195	3199	3200
11	3022	3064	3098	3127	3153	3170	3186	3191	3198	3200	3200	3200	3200
11.5	3099	3131	3154	3173	3188	3195	3200	3200	3200	3200	3200	3200	3200
12	3153	3174	3187	3195	3200	3200	3200	3200	3200	3200	3200	3200	3200
12.5	3186	3196	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
13	3199	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
13.5	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
14	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
14.5	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
15	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
15.5	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
16	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
16.5	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
17	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
17.5	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
18	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
18.5	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
19	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
19.5	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
20	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
