Air Density [kg/m3]	0.9	0.925	0.95	0.975	1	1.025	1.05	1.075	1.1	1.125	1.15	1.175	1.2	1.225	1.25	1.275	1.3
3	38	41	43	46	49	52	54	57	60	63	65	68	71	74	76	79	82
3.5	127	133	138	143	148	154	159	164	169	174	180	185	190	195	201	206	211
4	249	257	266	274	283	292	300	309	317	326	335	343	352	360	369	378	386
4.5	401	413	426	439	452	465	477	490	503	516	529	541	554	567	580	593	605
5	583	601	619	637	655	673	690	708	726	744	762	780	797	815	833	851	869
5.5	800	824	848	872	896	919	943	967	991	1015	1039	1062	1086	1110	1134	1158	1181
6	1057	1088	1119	1150	1181	1212	1242	1273	1304	1335	1366	1397	1428	1458	1489	1520	1551
6.5	1359	1398	1437	1477	1516	1555	1594	1633	1673	1712	1751	1790	1829	1868	1907	1946	1985
7	1710	1759	1808	1857	1906	1954	2003	2052	2101	2149	2198	2247	2295	2344	2393	2441	2490
7.5	2115	2175	2234	2294	2354	2414	2474	2533	2593	2653	2713	2772	2832	2891	2951	3011	3070
8	2569	2641	2713	2785	2858	2930	3002	3074	3146	3218	3290	3362	3434	3506	3577	3645	3712
8.5	3046	3132	3217	3302	3387	3472	3557	3642	3727	3812	3897	3981	4066	4151	4233	4302	4369
9	3524	3623	3721	3819	3917	4015	4112	4210	4308	4406	4504	4600	4696	4792	4879	4944	5003
9.5	3988	4099	4210	4320	4430	4541	4652	4762	4869	4975	5081	5164	5245	5326	5397	5448	5494
10	4425	4547	4670	4793	4916	5032	5147	5257	5345	5434	5522	5587	5652	5716	5770	5807	5837
10.5	4833	4968	5098	5221	5344	5440	5535	5624	5695	5766	5836	5884	5933	5979	6017	6041	6058
11	5215	5345	5462	5563	5663	5741	5817	5887	5940	5992	6044	6075	6107	6137	6159	6173	6181
11.5	5534	5640	5736	5817	5898	5957	6013	6065	6100	6134	6169	6182	6195	6207	6214	6220	6220
12	5777	5862	5938	5999	6061	6100	6138	6171	6188	6204	6219	6220	6220	6220	6218	6220	6220
12.5	5957	6022	6078	6120	6163	6183	6202	6218	6219	6220	6220	6220	6220	6220	6219	6220	6220
13	6085	6131	6167	6191	6214	6217	6219	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
13.5	6168	6195	6212	6217	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
14	6211	6217	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
14.5	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
15	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
15.5	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
16	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
16.5	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
17	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
17.5	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
18	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
18.5	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220	6220
19	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183	6183
19.5	6058	6058	6058	6058	6058	6058	6058	6058	6058	6058	6058	6058	6058	6058	6058	6058	6058
20	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865
