Air Density [kg/m3]	0.9	0.925	0.95	0.975	1	1.025	1.05	1.075	1.1	1.125	1.15	1.175	1.2	1.225	1.25	1.275	1.3
3	38	41	43	46	49	52	54	57	60	63	65	68	71	74	76	79	82
3.5	127	133	138	143	148	154	159	164	169	174	180	185	190	195	201	206	211
4	249	257	266	274	283	292	300	309	317	326	335	343	352	360	369	378	386
4.5	401	413	426	439	452	465	477	490	503	516	529	541	554	567	580	593	605
5	583	601	619	637	655	673	690	708	726	744	762	780	797	815	833	851	869
5.5	800	824	848	872	896	919	943	967	991	1015	1039	1062	1086	1110	1134	1158	1181
6	1057	1088	1119	1150	1181	1212	1242	1273	1304	1335	1366	1397	1428	1458	1489	1520	1551
6.5	1359	1398	1437	1477	1516	1555	1594	1633	1672	1712	1751	1790	1829	1868	1907	1946	1985
7	1710	1759	1808	1857	1906	1954	2003	2052	2101	2149	2198	2247	2295	2344	2393	2441	2490
7.5	2113	2173	2232	2292	2352	2412	2471	2531	2591	2650	2710	2770	2829	2889	2948	3008	3067
8	2546	2618	2690	2761	2833	2904	2976	3047	3119	3190	3262	3333	3404	3475	3547	3618	3689
8.5	2984	3068	3152	3235	3319	3402	3485	3569	3652	3735	3818	3901	3984	4067	4150	4233	4316
9	3412	3507	3602	3697	3792	3887	3982	4077	4172	4267	4361	4456	4549	4642	4735	4822	4893
9.5	3815	3921	4027	4133	4239	4344	4451	4557	4662	4764	4866	4967	5045	5124	5201	5273	5328
10	4191	4306	4422	4539	4656	4772	4882	4991	5095	5179	5262	5346	5407	5469	5530	5587	5626
10.5	4546	4673	4800	4921	5038	5152	5242	5331	5416	5483	5550	5616	5660	5705	5750	5790	5814
11	4895	5020	5142	5250	5344	5438	5509	5580	5647	5697	5746	5794	5823	5852	5880	5905	5913
11.5	5204	5309	5410	5497	5573	5648	5701	5754	5803	5836	5868	5900	5911	5923	5934	5940	5940
12	5446	5532	5612	5680	5738	5794	5830	5865	5897	5912	5926	5940	5940	5940	5940	5940	5940
12.5	5632	5699	5760	5810	5849	5887	5906	5924	5938	5939	5940	5940	5940	5940	5940	5940	5940
13	5770	5818	5861	5893	5914	5935	5937	5939	5940	5940	5940	5940	5940	5940	5940	5940	5940
13.5	5865	5895	5919	5934	5938	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
14	5921	5933	5939	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
14.5	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
15	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
15.5	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
16	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
16.5	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
17	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
17.5	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
18	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
18.5	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
19	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940	5940
19.5	5926	5926	5926	5926	5926	5926	5926	5926	5926	5926	5926	5926	5926	5926	5926	5926	5926
20	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865	5865
