Iteración,Turbinas agregadas,Energia producida [MW],Tiempo de cálculo [s],Ruido receptor 1 [dB],Ruido receptor 2 [dB],Ruido receptor 3 [dB],Ruido receptor 4 [dB],Ruido receptor 5 [dB],Ruido receptor 6 [dB],Ruido receptor 7 [dB]
53,40,71410.59999999999,4.6124993,32.88,39.79,35.53,37.69,29.7,19.37,19.12
54,40,71410.59999999999,7.1123702,32.65,39.58,35.24,37.57,29.8,19.41,19.13
55,40,71410.59999999999,4.725629,32.68,39.58,35.28,37.73,29.83,19.42,19.16
56,40,71410.59999999999,5.0612964,32.67,39.41,35.35,37.53,29.9,19.43,19.15
57,40,71410.59999999999,4.7315584,32.59,39.4,35.26,37.41,29.79,19.41,19.14
58,40,71410.59999999999,4.5107672,32.62,39.41,35.31,37.53,29.83,19.42,19.15
59,40,71410.59999999999,4.6899251,32.62,39.41,35.31,37.68,29.86,19.43,19.17
60,40,71410.59999999999,4.6389077,32.61,39.23,35.27,37.52,29.91,19.44,19.16
61,40,71410.59999999998,4.7511159,32.78,39.42,35.41,37.34,29.79,19.41,19.14
62,40,71410.59999999999,4.6861382,32.8,39.43,35.43,37.45,29.83,19.42,19.15
63,40,71410.59999999998,7.4859434,32.73,39.42,35.4,37.26,29.83,19.42,19.15
64,40,71410.59999999999,4.9680072,32.59,39.24,35.16,37.15,29.87,19.43,19.14
65,40,71410.59999999999,4.9156884,32.58,39.08,35.18,36.99,29.75,19.4,19.12
66,40,71410.59999999999,4.8091743,32.67,39.09,35.16,36.85,29.8,19.41,19.12
67,40,71410.59999999999,4.5394518,32.61,38.93,35.25,36.79,29.75,19.4,19.12
68,40,71410.6,4.5508579,32.67,38.95,35.28,36.82,29.79,19.41,19.14
69,40,71410.59999999999,4.4217245,32.68,38.95,35.29,36.87,29.83,19.42,19.16
70,40,71410.6,4.8399516,32.6,38.95,35.23,36.76,29.79,19.41,19.14
71,40,71410.59999999999,4.532466,32.62,38.94,35.25,36.64,29.89,19.43,19.15
72,40,71410.6,4.6969612,32.49,38.79,35.22,36.6,29.78,19.4,19.13
73,40,71410.59999999999,4.7377712,32.55,38.8,35.29,36.62,29.81,19.41,19.14
74,40,71410.59999999999,4.8058112,32.49,38.78,35.39,36.55,29.9,19.43,19.15
75,40,71410.59999999999,4.6393388,32.53,38.77,35.5,36.56,29.79,19.41,19.13
76,40,71410.59999999999,5.4377071,32.54,38.91,35.5,36.39,29.83,19.42,19.12
77,40,71410.59999999999,5.4753359,32.43,39.04,35.28,36.28,29.71,19.39,19.11
78,40,71410.59999999999,4.8579568,32.41,38.88,35.28,36.28,29.79,19.41,19.11
79,40,71410.6,4.7489446,32.55,39.01,35.48,36.26,29.73,19.39,19.11
80,40,71410.59999999999,4.7974547,32.61,39.06,35.49,36.22,29.77,19.4,19.13
81,40,71410.59999999999,4.6316071,32.63,39.07,35.53,36.2,29.81,19.41,19.14
82,40,71410.6,4.701091,32.59,39.08,35.42,36.2,29.84,19.41,19.12
83,40,71410.6,4.6806959,32.61,39.07,35.49,36.21,29.73,19.38,19.11
84,40,71410.59999999999,4.8132444,32.68,39.09,35.52,36.18,29.77,19.39,19.12
85,40,71410.59999999999,4.8686735,32.7,39.09,35.56,36.17,29.8,19.4,19.14
86,40,71410.59999999999,4.7334777,32.54,38.92,35.35,36.23,29.77,19.4,19.13
87,40,71410.6,4.88833,32.59,38.93,35.41,36.2,29.81,19.41,19.15
88,40,71410.59999999999,4.7719431,32.52,38.92,35.26,36.21,29.79,19.41,19.14
89,40,71410.59999999999,6.1843997,32.57,38.93,35.32,36.18,29.83,19.42,19.16
90,40,71410.59999999999,4.6980281,32.59,39.08,35.2,36.14,29.87,19.43,19.15
91,40,71410.59999999999,5.3240335,32.57,39.24,35.04,36.07,29.79,19.42,19.15
92,40,71410.59999999999,5.0205132,32.67,39.07,35.25,36.0,29.82,19.42,19.14
93,40,71410.59999999999,4.8004246,32.67,39.07,35.18,35.95,29.71,19.4,19.13
94,40,71410.6,5.4461723,32.73,39.07,35.37,35.98,29.72,19.41,19.13
95,40,71410.6,4.7713353,32.79,39.09,35.39,35.9,29.76,19.42,19.14
96,40,71410.59999999999,4.5335785,32.74,38.93,35.41,35.94,29.79,19.42,19.12
97,40,71410.6,4.659652,32.82,39.07,35.59,35.84,29.81,19.42,19.13
98,40,71410.6,4.6091234,32.71,39.18,35.48,35.85,29.85,19.43,19.14
99,40,71410.59999999999,4.7508728,32.54,38.99,35.31,35.89,29.86,19.44,19.15
100,40,71410.6,4.8610153,32.54,38.84,35.24,35.9,29.87,19.45,19.15
